"Authors","Year","Title","Journal","Doi","URL","Human","No.access","Lat_Deg","Lon_Deg","Location","country"
"Pando-Moreno, M; Jurado, E; Castillo, D; Flores, J; Estrada, E",2010,"Physical Crust Does Not Affect Soil Seed Bank","ARID LAND RESEARCH AND MANAGEMENT","10.1080/15324981003744966","http://doi.org/10.1080/15324981003744966","MP","",24.8333333333333,-99.8333333333333,"The Loma Alta micro-catchment near Linares Nuevo Leon in Northeastern Mexico","Mexico"
"Pando-Moreno, M; Jurado, E; Castillo, D; Flores, J; Estrada, E",2010,"Physical Crust Does Not Affect Soil Seed Bank","ARID LAND RESEARCH AND MANAGEMENT","10.1080/15324981003744966","http://doi.org/10.1080/15324981003744966","MP","",24.8333333333333,-99.8333333333333,"The Loma Alta micro-catchment near Linares Nuevo Leon in Northeastern Mexico","Mexico"
"Pando-Moreno, M; Jurado, E; Castillo, D; Flores, J; Estrada, E",2010,"Physical Crust Does Not Affect Soil Seed Bank","ARID LAND RESEARCH AND MANAGEMENT","10.1080/15324981003744966","http://doi.org/10.1080/15324981003744966","MP","",24.8333333333333,-99.8333333333333,"The Loma Alta micro-catchment near Linares Nuevo Leon in Northeastern Mexico","Mexico"
"Venn, SE; Morgan, JW",2010,"Soil seedbank composition and dynamics across alpine summits in south-eastern Australia","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT10058","http://doi.org/10.1071/BT10058","AA","",-36.7333333333333,147.283333333333,"Mount Bogong, Victoria, Australia","Australia"
"Venn, SE; Morgan, JW",2010,"Soil seedbank composition and dynamics across alpine summits in south-eastern Australia","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT10058","http://doi.org/10.1071/BT10058","AA","",-36.9666666666667,147.116666666667,"Mount Hotham, Victoria, Australia","Australia"
"Venn, SE; Morgan, JW",2010,"Soil seedbank composition and dynamics across alpine summits in south-eastern Australia","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT10058","http://doi.org/10.1071/BT10058","AA","",-37.1333333333333,145.433333333333,"Mount Buller, Victoria, Australia","Australia"
"Venn, SE; Morgan, JW",2010,"Soil seedbank composition and dynamics across alpine summits in south-eastern Australia","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT10058","http://doi.org/10.1071/BT10058","AA","",-37.1166666666667,146.483333333333,"Mount Stirling, Victoria, Australia","Australia"
"Venn, SE; Morgan, JW",2010,"Soil seedbank composition and dynamics across alpine summits in south-eastern Australia","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT10058","http://doi.org/10.1071/BT10058","AA","",-37.25,146.616666666667,"Mount Magdala, Victoria, Australia","Australia"
"Venn, SE; Morgan, JW",2010,"Soil seedbank composition and dynamics across alpine summits in south-eastern Australia","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT10058","http://doi.org/10.1071/BT10058","AA","",-37.2333333333333,146.466666666667,"The Bluff, Victoria, Australia","Australia"
"Venn, SE; Morgan, JW",2010,"Soil seedbank composition and dynamics across alpine summits in south-eastern Australia","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT10058","http://doi.org/10.1071/BT10058","AA","",-37.2,146.6,"King BIlly, Victoria, Australia","Australia"
"Venn, SE; Morgan, JW",2010,"Soil seedbank composition and dynamics across alpine summits in south-eastern Australia","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT10058","http://doi.org/10.1071/BT10058","AA","",-37.1166666666667,146.633333333333,"Mount Speculation, Victoria, Australia","Australia"
"Langhans, TM; Storm, C; Schwabe, A",2010,"Regeneration processes of biological soil crusts, macro-cryptogams and vascular plant species after fine-scale disturbance in a temperate region: Recolonization or successional replacement?","FLORA","10.1016/j.flora.2008.12.001","http://doi.org/10.1016/j.flora.2008.12.001","MP","",49.85,8.58333333333333,"northern Upper Rhine Valley in southwestern German","Germany"
"Ma, MJ; Zhou, XH; Du, GZ",2010,"Role of soil seed bank along a disturbance gradient in an alpine meadow on the Tibet plateau","FLORA","10.1016/j.flora.2009.02.006","http://doi.org/10.1016/j.flora.2009.02.006","AA","",35.9666666666667,101.883333333333,"Gansu, China","China"
"Ma, MJ; Zhou, XH; Du, GZ",2010,"Role of soil seed bank along a disturbance gradient in an alpine meadow on the Tibet plateau","FLORA","10.1016/j.flora.2009.02.006","http://doi.org/10.1016/j.flora.2009.02.006","AA","",35.9666666666667,101.883333333333,"Gansu, China","China"
"Ma, MJ; Zhou, XH; Du, GZ",2010,"Role of soil seed bank along a disturbance gradient in an alpine meadow on the Tibet plateau","FLORA","10.1016/j.flora.2009.02.006","http://doi.org/10.1016/j.flora.2009.02.006","AA","",35.9666666666667,101.883333333333,"Gansu, China","China"
"Ma, MJ; Zhou, XH; Du, GZ",2010,"Role of soil seed bank along a disturbance gradient in an alpine meadow on the Tibet plateau","FLORA","10.1016/j.flora.2009.02.006","http://doi.org/10.1016/j.flora.2009.02.006","AA","",35.9666666666667,101.883333333333,"Gansu, China","China"
"Erfanzadeh, R; Hendrickx, F; Maelfait, JP; Hoffmann, M",2010,"The effect of successional stage and salinity on the vertical distribution of seeds in salt marsh soils","FLORA","10.1016/j.flora.2009.12.010","http://doi.org/10.1016/j.flora.2009.12.010","MP","",51.35,4.16666666666667,"salt marsh ‘Verdronken Land van Saeftinghe’, Schelde estuary, The Netherlands","Netherlands"
"Erfanzadeh, R; Hendrickx, F; Maelfait, JP; Hoffmann, M",2010,"The effect of successional stage and salinity on the vertical distribution of seeds in salt marsh soils","FLORA","10.1016/j.flora.2009.12.010","http://doi.org/10.1016/j.flora.2009.12.010","MP","",51.35,3.35,"salt marsh Zwin, Belgium","Belgium"
"Erfanzadeh, R; Hendrickx, F; Maelfait, JP; Hoffmann, M",2010,"The effect of successional stage and salinity on the vertical distribution of seeds in salt marsh soils","FLORA","10.1016/j.flora.2009.12.010","http://doi.org/10.1016/j.flora.2009.12.010","MP","",51.1333333333333,2.73333333333333,"salt marshes IJzermonding, Belgium","Belgium"
"Erfanzadeh, R; Hendrickx, F; Maelfait, JP; Hoffmann, M",2010,"The effect of successional stage and salinity on the vertical distribution of seeds in salt marsh soils","FLORA","10.1016/j.flora.2009.12.010","http://doi.org/10.1016/j.flora.2009.12.010","MP","",51.1333333333333,2.73333333333333,"salt marshes IJzermonding, Belgium","Belgium"
"Plue, J; Van Gils, B; Peppler-Lisbach, C; De Schrijver, A; Verheyen, K; Hermy, M",2010,"Seed-bank convergence under different tree species during forest development","PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS","10.1016/j.ppees.2010.03.001","http://doi.org/10.1016/j.ppees.2010.03.001","JP","",53.0666666666667,8.48333333333333,"Hasbruch forest, northern Germany","Germany"
"Klimkowska, A; Bekker, RM; Van Diggelen, R; Kotowski, W",2010,"Species trait shifts in vegetation and soil seed bank during fen degradation","PLANT ECOLOGY","10.1007/s11258-009-9624-1","http://doi.org/10.1007/s11258-009-9624-1","NSH","",53.7,23.2166666666667,"Lipsk Fen, northeast Poland","Poland"
"Klimkowska, A; Bekker, RM; Van Diggelen, R; Kotowski, W",2010,"Species trait shifts in vegetation and soil seed bank during fen degradation","PLANT ECOLOGY","10.1007/s11258-009-9624-1","http://doi.org/10.1007/s11258-009-9624-1","NSH","",53.9,13.4,"Gutzkower Wiesen, eastern Germany","Germany"
"Klimkowska, A; Bekker, RM; Van Diggelen, R; Kotowski, W",2010,"Species trait shifts in vegetation and soil seed bank during fen degradation","PLANT ECOLOGY","10.1007/s11258-009-9624-1","http://doi.org/10.1007/s11258-009-9624-1","NSH","",52,21.35,"Calowanie Fen, Central Poland","Poland"
"Rodrigues, BD; Martins, SV; Leite, HG",2010,"EVALUATION OF THE LITTER AND SOIL SEED BANK TRANSPOSITION AS A FOREST RESTORATION OF DEGRADED AREAS METHODOLOGY","REVISTA ARVORE","10.1590/S0100-67622010000100008","http://doi.org/10.1590/S0100-67622010000100008","AA","",-20.75,-42.85,"Viçosa, Brazil","Brazil"
"Howard, RJ; Wells, CJ",2009,"Plant community establishment following drawdown of a reservoir in southern Arkansas, USA","WETLANDS ECOLOGY AND MANAGEMENT","10.1007/s11273-009-9134-x","http://doi.org/10.1007/s11273-009-9134-x","AA","",33.0833333333333,-92.1333333333333,"Arkansas, USA","United States"
"Saayman, N; Morris, CD; Hardy, MB; Botha, JC",2009,"Can brush-cutting of Pteronia paniculata improve the composition and productivity of veld in the Succulent Karoo, South Africa?","AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE","10.2989/AJRF.2009.26.3.9.954","http://doi.org/10.2989/AJRF.2009.26.3.9.954","JP","",-33.8333333333333,20.6666666666667,"Kleinvlakte farm, Barrydale, South Africa","South Africa"
"Ma, MJ; Du, GZ; Zhou, XH",2009,"Role of the Soil Seed Bank during Succession in a Subalpine Meadow on the Tibetan Plateau","ARCTIC ANTARCTIC AND ALPINE RESEARCH","10.1657/1938-4246-41.4.999","http://doi.org/10.1657/1938-4246-41.4.999","AA","",34.9166666666667,102.883333333333,"Gansu Province, China","China"
"Ma, MJ; Du, GZ; Zhou, XH",2009,"Role of the Soil Seed Bank during Succession in a Subalpine Meadow on the Tibetan Plateau","ARCTIC ANTARCTIC AND ALPINE RESEARCH","10.1657/1938-4246-41.4.999","http://doi.org/10.1657/1938-4246-41.4.999","AA","",34.9166666666667,102.883333333333,"Gansu Province, China","China"
"Ma, MJ; Du, GZ; Zhou, XH",2009,"Role of the Soil Seed Bank during Succession in a Subalpine Meadow on the Tibetan Plateau","ARCTIC ANTARCTIC AND ALPINE RESEARCH","10.1657/1938-4246-41.4.999","http://doi.org/10.1657/1938-4246-41.4.999","AA","",34.9166666666667,102.883333333333,"Gansu Province, China","China"
"Ma, MJ; Du, GZ; Zhou, XH",2009,"Role of the Soil Seed Bank during Succession in a Subalpine Meadow on the Tibetan Plateau","ARCTIC ANTARCTIC AND ALPINE RESEARCH","10.1657/1938-4246-41.4.999","http://doi.org/10.1657/1938-4246-41.4.999","AA","",34.9166666666667,102.883333333333,"Gansu Province, China","China"
"Sahib, N; Rhazi, L; Rhazi, M; Grillas, P",2009,"Experimental study of the effect of hydrology and mechanical soil disturbance on plant communities in Mediterranean temporary pools in Western Morocco","HYDROBIOLOGIA","10.1007/s10750-009-9894-6","http://doi.org/10.1007/s10750-009-9894-6","JP","",33.6,-7.08333333333333,"Benslimane, western-Marocko","Morocco"
"Wang, J; Ren, H; Yang, L; Li, DY; Guo, QF",2009,"Soil seed banks in four 22-year-old plantations in South China: Implications for restoration","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2009.07.049","http://doi.org/10.1016/j.foreco.2009.07.049","JP","",22.6833333333333,112.9,"Heshan National Field Research Station of Forest Ecosystem, Henshan City, Guangdong, southern China","China"
"Li, FR; Zhao, LY; Zhang, H; Liu, JL; Lu, HY; Kang, LF",2009,"Habitat degradation, topography and rainfall variability interact to determine seed distribution and recruitment in a sand dune grassland","JOURNAL OF VEGETATION SCIENCE","10.1111/j.1654-1103.2009.01087.x","http://doi.org/10.1111/j.1654-1103.2009.01087.x","JP","",42.9166666666667,120.733333333333,"Naiman, Horqin Sandland, eastern Inner Mongolia, China","China"
"Maren, IE; Vandvik, V",2009,"Fire and regeneration: the role of seed banks in the dynamics of northern heathlands","JOURNAL OF VEGETATION SCIENCE","10.1111/j.1654-1103.2009.01091.x","http://doi.org/10.1111/j.1654-1103.2009.01091.x","AA","",60.7,5.08333333333333,"near Bergen, Norway","Norway"
"Miranda, IS; Mitja, D; Silva, TS",2009,"Mutual influence of forests and pastures on the seedbanks in the Eastern Amazon","WEED RESEARCH","10.1111/j.1365-3180.2009.00719.x","http://doi.org/10.1111/j.1365-3180.2009.00719.x","JP","",-5.26666666666667,-49.8333333333333,"Benfica, Itupirang village, Maraba, Para state, Brazil","Brazil"
"Miranda, IS; Mitja, D; Silva, TS",2009,"Mutual influence of forests and pastures on the seedbanks in the Eastern Amazon","WEED RESEARCH","10.1111/j.1365-3180.2009.00719.x","http://doi.org/10.1111/j.1365-3180.2009.00719.x","JP","",-5.26666666666667,-49.8333333333333,"Benfica, Itupirang village, Maraba, Para state, Brazil","Brazil"
"Andreu, MG; Hedman, CW; Friedman, MH; Andreu, AG",2009,"Can Managers Bank on Seed Banks When Restoring Pinus taeda L. Plantations in Southwest Georgia?","RESTORATION ECOLOGY","10.1111/j.1526-100X.2008.00457.x","http://doi.org/10.1111/j.1526-100X.2008.00457.x","ML","",30.8,-84.65,"","United States"
"Yan, QL; Liu, ZM; Zhu, JJ",2009,"Temporal variation of soil seed banks in two different dune systems in northeastern Inner Mongolia, China","ENVIRONMENTAL GEOLOGY","10.1007/s00254-008-1535-2","http://doi.org/10.1007/s00254-008-1535-2","ML","",43.9833333333333,119.6,"","China"
"Yan, QL; Liu, ZM; Zhu, JJ",2009,"Temporal variation of soil seed banks in two different dune systems in northeastern Inner Mongolia, China","ENVIRONMENTAL GEOLOGY","10.1007/s00254-008-1535-2","http://doi.org/10.1007/s00254-008-1535-2","ML","",43.8666666666667,119.7,"","China"
"Izquierdo, J; Blanco-Moreno, JM; Chamorro, L; Gonzalez-Andujar, JL; Sans, FX",2009,"Spatial distribution of weed diversity within a cereal field","AGRONOMY FOR SUSTAINABLE DEVELOPMENT","10.1051/agro/2009009","http://doi.org/10.1051/agro/2009009","ML","",41.75,1.51666666666667,"","Spain"
"Izquierdo, J; Blanco-Moreno, JM; Chamorro, L; Gonzalez-Andujar, JL; Sans, FX",2009,"Spatial distribution of weed diversity within a cereal field","AGRONOMY FOR SUSTAINABLE DEVELOPMENT","10.1051/agro/2009009","http://doi.org/10.1051/agro/2009009","ML","",41.75,1.51666666666667,"","Spain"
"Izquierdo, J; Blanco-Moreno, JM; Chamorro, L; Gonzalez-Andujar, JL; Sans, FX",2009,"Spatial distribution of weed diversity within a cereal field","AGRONOMY FOR SUSTAINABLE DEVELOPMENT","10.1051/agro/2009009","http://doi.org/10.1051/agro/2009009","ML","",41.75,1.51666666666667,"","Spain"
"Neff, KP; Rusello, K; Baldwin, AH",2009,"Rapid Seed Bank Development in Restored Tidal Freshwater Wetlands","RESTORATION ECOLOGY","10.1111/j.1526-100X.2008.00415.x","http://doi.org/10.1111/j.1526-100X.2008.00415.x","ML","",38.9,-76.95,"Kingman marsh","United States"
"Neff, KP; Rusello, K; Baldwin, AH",2009,"Rapid Seed Bank Development in Restored Tidal Freshwater Wetlands","RESTORATION ECOLOGY","10.1111/j.1526-100X.2008.00415.x","http://doi.org/10.1111/j.1526-100X.2008.00415.x","ML","",38.9,-76.9333333333333,"Kenilworth marsh","United States"
"Neff, KP; Rusello, K; Baldwin, AH",2009,"Rapid Seed Bank Development in Restored Tidal Freshwater Wetlands","RESTORATION ECOLOGY","10.1111/j.1526-100X.2008.00415.x","http://doi.org/10.1111/j.1526-100X.2008.00415.x","ML","",38.9166666666667,-76.9333333333333,"Dueling creek","United States"
"Neff, KP; Rusello, K; Baldwin, AH",2009,"Rapid Seed Bank Development in Restored Tidal Freshwater Wetlands","RESTORATION ECOLOGY","10.1111/j.1526-100X.2008.00415.x","http://doi.org/10.1111/j.1526-100X.2008.00415.x","ML","",38.8,-76.7,"Patuxent marsh","United States"
"Wang, ZR; Xu, HL; Yin, LK; Li, JM; Zhang, ZJ; Li, Y",2009,"Effects of water treatments on the activation of soil seed banks - A case study on the lower reaches of the Tarim River","PROGRESS IN NATURAL SCIENCE-MATERIALS INTERNATIONAL","10.1016/j.pnsc.2008.11.003","http://doi.org/10.1016/j.pnsc.2008.11.003","ML","",40.0333333333333,88.0333333333333,"","China"
"Wang, ZR; Xu, HL; Yin, LK; Li, JM; Zhang, ZJ; Li, Y",2009,"Effects of water treatments on the activation of soil seed banks - A case study on the lower reaches of the Tarim River","PROGRESS IN NATURAL SCIENCE-MATERIALS INTERNATIONAL","10.1016/j.pnsc.2008.11.003","http://doi.org/10.1016/j.pnsc.2008.11.003","ML","",40.0333333333333,88.0333333333333,"","China"
"Wang, ZR; Xu, HL; Yin, LK; Li, JM; Zhang, ZJ; Li, Y",2009,"Effects of water treatments on the activation of soil seed banks - A case study on the lower reaches of the Tarim River","PROGRESS IN NATURAL SCIENCE-MATERIALS INTERNATIONAL","10.1016/j.pnsc.2008.11.003","http://doi.org/10.1016/j.pnsc.2008.11.003","ML","",40.0333333333333,88.0333333333333,"","China"
"Wang, ZR; Xu, HL; Yin, LK; Li, JM; Zhang, ZJ; Li, Y",2009,"Effects of water treatments on the activation of soil seed banks - A case study on the lower reaches of the Tarim River","PROGRESS IN NATURAL SCIENCE-MATERIALS INTERNATIONAL","10.1016/j.pnsc.2008.11.003","http://doi.org/10.1016/j.pnsc.2008.11.003","ML","",40.0333333333333,88.0333333333333,"","China"
"Wang, ZR; Xu, HL; Yin, LK; Li, JM; Zhang, ZJ; Li, Y",2009,"Effects of water treatments on the activation of soil seed banks - A case study on the lower reaches of the Tarim River","PROGRESS IN NATURAL SCIENCE-MATERIALS INTERNATIONAL","10.1016/j.pnsc.2008.11.003","http://doi.org/10.1016/j.pnsc.2008.11.003","ML","",40.0333333333333,88.0333333333333,"","China"
"Wang, ZR; Xu, HL; Yin, LK; Li, JM; Zhang, ZJ; Li, Y",2009,"Effects of water treatments on the activation of soil seed banks - A case study on the lower reaches of the Tarim River","PROGRESS IN NATURAL SCIENCE-MATERIALS INTERNATIONAL","10.1016/j.pnsc.2008.11.003","http://doi.org/10.1016/j.pnsc.2008.11.003","ML","",40.0333333333333,88.0333333333333,"","China"
"Gioria, M; Osborne, B",2009,"Assessing the impact of plant invasions on soil seed bank communities: use of univariate and multivariate statistical approaches","JOURNAL OF VEGETATION SCIENCE","10.1111/j.1654-1103.2009.01054.x","http://doi.org/10.1111/j.1654-1103.2009.01054.x","ML","",53.4333333333333,-6.16666666666667,"","Ireland"
"Gioria, M; Osborne, B",2009,"Assessing the impact of plant invasions on soil seed bank communities: use of univariate and multivariate statistical approaches","JOURNAL OF VEGETATION SCIENCE","10.1111/j.1654-1103.2009.01054.x","http://doi.org/10.1111/j.1654-1103.2009.01054.x","ML","",53.4333333333333,-6.16666666666667,"","Ireland"
"Leicht-Young, S; Pavlovic, NB; Grundel, R; Frohnapple, KJ",2009,"A comparison of seed banks across a sand dune successional gradient at Lake Michigan dunes (Indiana, USA)","PLANT ECOLOGY","10.1007/s11258-008-9484-0","http://doi.org/10.1007/s11258-008-9484-0","ML","",41.6166666666667,-87.0833333333333,"","United States"
"Leicht-Young, S; Pavlovic, NB; Grundel, R; Frohnapple, KJ",2009,"A comparison of seed banks across a sand dune successional gradient at Lake Michigan dunes (Indiana, USA)","PLANT ECOLOGY","10.1007/s11258-008-9484-0","http://doi.org/10.1007/s11258-008-9484-0","ML","",41.6166666666667,-87.0833333333333,"","United States"
"Leicht-Young, S; Pavlovic, NB; Grundel, R; Frohnapple, KJ",2009,"A comparison of seed banks across a sand dune successional gradient at Lake Michigan dunes (Indiana, USA)","PLANT ECOLOGY","10.1007/s11258-008-9484-0","http://doi.org/10.1007/s11258-008-9484-0","ML","",41.6166666666667,-87.0833333333333,"","United States"
"Harbuck, KSB; Menalled, FD; Pollnac, FW",2009,"Impact of cropping systems on the weed seed banks in the northern Great Plains, USA","WEED BIOLOGY AND MANAGEMENT","10.1111/j.1445-6664.2009.00334.x","http://doi.org/10.1111/j.1445-6664.2009.00334.x","ML","",48.1666666666667,-110.1,"","United States"
"Riddin, T; Adams, JB",2009,"The seed banks of two temporarily open/closed estuaries in South Africa","AQUATIC BOTANY","10.1016/j.aquabot.2008.12.003","http://doi.org/10.1016/j.aquabot.2008.12.003","ML","",-33.5333333333333,27.05,"","South Africa"
"Lindner, A",2009,"A rapid assessment approach on soil seed banks of Atlantic forest sites with different disturbance history in Rio de Janeiro, Brazil","ECOLOGICAL ENGINEERING","10.1016/j.ecoleng.2008.12.006","http://doi.org/10.1016/j.ecoleng.2008.12.006","ML","",-22.4166666666667,-42.75,"","Brazil"
"Lindner, A",2009,"A rapid assessment approach on soil seed banks of Atlantic forest sites with different disturbance history in Rio de Janeiro, Brazil","ECOLOGICAL ENGINEERING","10.1016/j.ecoleng.2008.12.006","http://doi.org/10.1016/j.ecoleng.2008.12.006","ML","",-22.4166666666667,-42.75,"","Brazil"
"Lindner, A",2009,"A rapid assessment approach on soil seed banks of Atlantic forest sites with different disturbance history in Rio de Janeiro, Brazil","ECOLOGICAL ENGINEERING","10.1016/j.ecoleng.2008.12.006","http://doi.org/10.1016/j.ecoleng.2008.12.006","ML","",-22.4166666666667,-42.75,"","Brazil"
"Lindner, A",2009,"A rapid assessment approach on soil seed banks of Atlantic forest sites with different disturbance history in Rio de Janeiro, Brazil","ECOLOGICAL ENGINEERING","10.1016/j.ecoleng.2008.12.006","http://doi.org/10.1016/j.ecoleng.2008.12.006","ML","",-22.2666666666667,-42.85,"","Brazil"
"Lindner, A",2009,"A rapid assessment approach on soil seed banks of Atlantic forest sites with different disturbance history in Rio de Janeiro, Brazil","ECOLOGICAL ENGINEERING","10.1016/j.ecoleng.2008.12.006","http://doi.org/10.1016/j.ecoleng.2008.12.006","ML","",-22.2666666666667,-42.85,"","Brazil"
"Lindner, A",2009,"A rapid assessment approach on soil seed banks of Atlantic forest sites with different disturbance history in Rio de Janeiro, Brazil","ECOLOGICAL ENGINEERING","10.1016/j.ecoleng.2008.12.006","http://doi.org/10.1016/j.ecoleng.2008.12.006","ML","",-22.2666666666667,-42.85,"","Brazil"
"Plassmann, K; Brown, N; Jones, MLM; Edwards-Jones, G",2009,"Can soil seed banks contribute to the restoration of dune slacks under conservation management?","APPLIED VEGETATION SCIENCE","10.1111/j.1654-109X.2009.01014.x","http://doi.org/10.1111/j.1654-109X.2009.01014.x","ML","",53.1333333333333,-4.38333333333333,"","United Kingdom"
"Figueroa, JA; Cavieres, LA; Gomez-Gonzalez, S; Molina-Montenegro, MA; Jaksic, FM",2009,"Do heat and smoke increase emergence of exotic and native plants in the matorral of central Chile?","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","10.1016/j.actao.2008.12.004","http://doi.org/10.1016/j.actao.2008.12.004","ML","",-33.1666666666667,-70.8333333333333,"","Chile"
"Figueroa, JA; Cavieres, LA; Gomez-Gonzalez, S; Molina-Montenegro, MA; Jaksic, FM",2009,"Do heat and smoke increase emergence of exotic and native plants in the matorral of central Chile?","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","10.1016/j.actao.2008.12.004","http://doi.org/10.1016/j.actao.2008.12.004","ML","",-33.1666666666667,-70.8333333333333,"","Chile"
"Figueroa, JA; Cavieres, LA; Gomez-Gonzalez, S; Molina-Montenegro, MA; Jaksic, FM",2009,"Do heat and smoke increase emergence of exotic and native plants in the matorral of central Chile?","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","10.1016/j.actao.2008.12.004","http://doi.org/10.1016/j.actao.2008.12.004","ML","",-33.1666666666667,-70.8333333333333,"","Chile"
"Figueroa, JA; Cavieres, LA; Gomez-Gonzalez, S; Molina-Montenegro, MA; Jaksic, FM",2009,"Do heat and smoke increase emergence of exotic and native plants in the matorral of central Chile?","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","10.1016/j.actao.2008.12.004","http://doi.org/10.1016/j.actao.2008.12.004","ML","",-33.1666666666667,-70.8333333333333,"","Chile"
"Torok, P; Matus, G; Papp, M; Tothmeresz, B",2009,"Seed Bank and Vegetation Development of Sandy Grasslands After Goose Breeding","FOLIA GEOBOTANICA","10.1007/s12224-009-9027-z","http://doi.org/10.1007/s12224-009-9027-z","ML","",47.5833333333333,21.7833333333333,"","Hungary"
"Torok, P; Matus, G; Papp, M; Tothmeresz, B",2009,"Seed Bank and Vegetation Development of Sandy Grasslands After Goose Breeding","FOLIA GEOBOTANICA","10.1007/s12224-009-9027-z","http://doi.org/10.1007/s12224-009-9027-z","ML","",47.5833333333333,21.7833333333333,"","Hungary"
"Torok, P; Matus, G; Papp, M; Tothmeresz, B",2009,"Seed Bank and Vegetation Development of Sandy Grasslands After Goose Breeding","FOLIA GEOBOTANICA","10.1007/s12224-009-9027-z","http://doi.org/10.1007/s12224-009-9027-z","ML","",47.5833333333333,21.7833333333333,"","Hungary"
"Torok, P; Matus, G; Papp, M; Tothmeresz, B",2009,"Seed Bank and Vegetation Development of Sandy Grasslands After Goose Breeding","FOLIA GEOBOTANICA","10.1007/s12224-009-9027-z","http://doi.org/10.1007/s12224-009-9027-z","ML","",47.5833333333333,21.7833333333333,"","Hungary"
"Chaideftou, E; Thanos, CA; Bergmeier, E; Kallimanis, A; Dimopoulos, P",2009,"Seed bank composition and above-ground vegetation in response to grazing in sub-Mediterranean oak forests (NW Greece)","PLANT ECOLOGY","10.1007/s11258-008-9548-1","http://doi.org/10.1007/s11258-008-9548-1","JK","",40.0333333333333,20.6333333333333,"","Greece"
"Lin, LX; Cao, M",2009,"Edge effects on soil seed banks and understory vegetation in subtropical and tropical forests in Yunnan, SW China","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2008.12.004","http://doi.org/10.1016/j.foreco.2008.12.004","JK","",24.5333333333333,101.016666666667,"","China"
"Lin, LX; Cao, M",2009,"Edge effects on soil seed banks and understory vegetation in subtropical and tropical forests in Yunnan, SW China","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2008.12.004","http://doi.org/10.1016/j.foreco.2008.12.004","JK","",24.5333333333333,101.016666666667,"","China"
"Harun-or-Rashid, S; Biswas, SR; Bocker, R; Kruse, M",2009,"Mangrove community recovery potential after catastrophic disturbances in Bangladesh","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2008.10.028","http://doi.org/10.1016/j.foreco.2008.10.028","JK","",21.85,89.8,"Katka-Kochikhali area, Sundarbans Mangrove, Bangladesh","Bangladesh"
"Fisher, JL; Loneragan, WA; Dixon, K; Veneklaas, EJ",2009,"Soil seed bank compositional change constrains biodiversity in an invaded species-rich woodland","BIOLOGICAL CONSERVATION","10.1016/j.biocon.2008.10.019","http://doi.org/10.1016/j.biocon.2008.10.019","JK","",-31.9333333333333,115.766666666667,"Bold Park, Perth, Australia","Australia"
"Kenow, KP; Lyon, JE",2009,"COMPOSITION OF THE SEED BANK IN DRAWDOWN AREAS OF NAVIGATION POOL 8 OF THE UPPER MISSISSIPPI RIVER","RIVER RESEARCH AND APPLICATIONS","10.1002/rra.1118","http://doi.org/10.1002/rra.1118","JK","",43.65,-91.2666666666667,"Mississippi river","United States"
"Schmidt, I; Leuschner, C; Molder, A; Schmidt, W",2009,"Structure and composition of the seed bank in monospecific and tree species-rich temperate broad-leaved forests","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2008.09.052","http://doi.org/10.1016/j.foreco.2008.09.052","JK","",51.0833333333333,10.5166666666667,"Hainich National Park, Thurinigia","Germany"
"Ghermandi, L; Gonzalez, S",2009,"Diversity and functional groups dynamics affected by drought and fire in Patagonian grasslands","ECOSCIENCE","10.2980/16-3-3264","http://doi.org/10.2980/16-3-3264","JK","",-41.05,-71.0166666666667,"Patagonia","Argentina"
"Marcante, S; Schwienbacher, E; Erschbamer, B",2009,"Genesis of a soil seed bank on a primary succession in the Central Alps (Otztal, Austria)","FLORA","10.1016/j.flora.2008.06.001","http://doi.org/10.1016/j.flora.2008.06.001","JK","",46.8166666666667,11.0333333333333,"Alps, Austria","Austria"
"Costa, JR; Mitja, D; Fontes, JRA",2009,"Weed Seed Banks in Cassava Cultivations in Central Amazon","PLANTA DANINHA","10.1590/S0100-83582009000400004","http://doi.org/10.1590/S0100-83582009000400004","EL","",-3.26666666666667,-60.55,"Family farms, Along Highway AM-070, State of Amazonas, Brazil","Brazil"
